id,name,yearpublished,rank,bayesaverage,average,usersrated,is_expansion,abstracts_rank,cgs_rank,childrensgames_rank,familygames_rank,partygames_rank,strategygames_rank,thematic_rank,wargames_rank
188834,"Secret Hitler",2016,248,7.26466,7.50615,29532,0,,,,,19,,,
146886,"La Granja",2014,249,7.26032,7.60628,11225,0,,,,,,166,,
256680,"Return to Dark Tower",2022,250,7.25999,8.27335,4435,0,,,,,,,31,
224037,"Codenames: Duet",2017,251,7.25798,7.4329,23495,0,,,,52,,,,
165722,KLASK,2014,252,7.257,7.6333,10534,0,,,,45,6,,,
129437,"Legendary: A Marvel Deck Building Game",2012,253,7.25013,7.53009,22711,0,,,,,,,75,
232832,"Century: Golem Edition",2017,254,7.24886,7.594,12495,0,,,,49,,202,,
158600,Hanamikoji,2013,255,7.24558,7.47826,18796,0,,,,55,,,,
223040,"Fantasy Realms",2017,256,7.24545,7.51614,15549,0,,,,51,,,,
156129,"Deception: Murder in Hong Kong",2014,257,7.24466,7.4451,22903,0,,,,,11,,,
274637,"Unmatched: Battle of Legends, Volume One",2019,258,7.2415,7.73167,9245,0,,,,,,195,,
176189,"Zombicide: Black Plague",2015,259,7.24105,7.61168,16322,0,,,,,,,66,
318977,"MicroMacro: Crime City",2020,260,7.24057,7.49649,16225,0,,,,53,,,,
260605,"Camel Up (Second Edition)",2018,261,7.23989,7.57492,13281,0,,,,50,8,,,
192291,"Sushi Go Party!",2016,262,7.2367,7.39151,35538,0,,,,61,,,,
300322,Hallertau,2020,263,7.23571,7.87888,5957,0,,,,,,153,,
199478,"Flamme Rouge",2016,264,7.23528,7.49001,18195,0,,,,58,,,,
169426,"Roll Player",2016,265,7.23501,7.44358,20715,0,,,,,,212,,
555,"The Princes of Florence",2000,266,7.23246,7.50491,15602,0,,,,,,189,,
176494,"Isle of Skye: From Chieftain to King",2015,267,7.23174,7.39791,25657,0,,,,60,,214,,
109276,"Kanban: Driver's Edition",2014,268,7.22709,7.78621,6883,0,,,,,,159,,
224783,Vindication,2018,269,7.22641,7.79065,7447,0,,,,,,173,,
19857,"Glory to Rome",2005,270,7.22596,7.4897,14356,0,,,,,,197,,
3,Samurai,1998,271,7.22586,7.47099,16420,0,,,,,,203,,
332686,"John Company: Second Edition",2022,272,7.22565,8.31248,3668,0,,,,,,140,39,
194655,Santorini,2016,273,7.2216,7.35838,39081,0,17,,,,,,,
228341,"Pulsar 2849",2017,274,7.22114,7.65917,8950,0,,,,,,177,,
9216,"Goa: A New Expedition",2004,275,7.22039,7.55684,11536,0,,,,,,185,,
286096,Tapestry,2019,276,7.21976,7.4497,20605,0,,,,,,219,,
198994,"Hero Realms",2016,277,7.21948,7.51382,18293,0,,,,,,229,,
421,"1830: Railways & Robber Barons",1986,278,7.21916,7.87034,5679,0,,,,,,156,,
223321,"Detective: A Modern Crime Board Game",2018,279,7.21619,7.65316,10684,0,,,,,,,59,
414317,Harmonies,2024,280,7.216,8.10517,4885,0,4,,,37,,,,
232405,"Western Legends",2018,281,7.21597,7.60839,11408,0,,,,,,,58,
20551,Shogun,2006,282,7.21288,7.51389,14130,0,,,,,,207,,
31481,"Galaxy Trucker",2007,283,7.21101,7.34242,34362,0,,,,,,,85,
305096,"Endless Winter: Paleoamericans",2022,284,7.20962,7.72264,8296,0,,,,,,184,,
128621,Viticulture,2013,285,7.20566,7.49216,14094,0,,,,,,213,,
239188,"Chronicles of Crime",2018,286,7.20532,7.58045,22839,0,,,,,,,76,
27708,"1960: The Making of the President",2007,287,7.20476,7.6215,9330,0,,,,,,194,,
311193,"Anno 1800: The Board Game",2020,288,7.20076,7.71978,7398,0,,,,,,180,,
140620,"Lewis & Clark: The Expedition",2013,289,7.19858,7.44765,15715,0,,,,,,215,,
27833,Steam,2009,290,7.19356,7.55098,10261,0,,,,,,198,,
156546,Monikers,2015,291,7.19083,7.78437,6374,0,,,,,4,,,
127060,"Bora Bora",2013,292,7.18958,7.55567,10297,0,,,,,,201,,
204583,Kingdomino,2016,293,7.18943,7.30624,48131,0,,,,69,,,,
284653,"Mind MGMT: The Psychic Espionage “Game.”",2021,294,7.18871,7.91853,5318,0,,,,,,175,,
323612,Bitoku,2021,295,7.18827,7.83905,6213,0,,,,,,186,,
291572,Oath,2021,296,7.18812,7.79464,7584,0,,,,,,211,82,
338960,"Slay the Spire: The Board Game",2024,297,7.18757,8.82737,2754,0,,,,,,147,,
146508,"T.I.M.E Stories",2015,298,7.18635,7.37916,27817,0,,,,,,,83,
760,"Battle Line",2000,299,7.18426,7.41314,17597,0,,,,,,234,,
298047,"Marvel United",2020,300,7.18423,7.57957,10967,0,,,,62,,,,
302723,"Forgotten Waters",2020,301,7.18166,7.81507,6162,0,,,,,,,47,
144344,Rococo,2013,302,7.17932,7.58219,9082,0,,,,,,200,,
2655,Hive,2001,303,7.17827,7.32175,37559,0,20,,,,,,,
297562,"Kemet: Blood and Sand",2021,304,7.17665,7.97815,4831,0,,,,,,179,,
230253,"Star Realms: Frontiers",2018,305,7.17608,7.93389,5298,0,,,,,,199,,
244271,"Dice Throne: Season Two – Battle Chest",2018,306,7.17552,8.06482,4679,0,,,,48,,,,
246784,Cryptid,2018,307,7.17473,7.44276,14851,0,,,,63,,235,,
155068,"Arcadia Quest",2014,308,7.17405,7.60633,10496,0,,,,,,,63,
139976,"Cthulhu Wars",2015,309,7.17295,7.86236,6246,0,,,,,,205,48,
359609,"Arkham Horror: The Card Game (Revised Edition)",2021,310,7.17181,8.64311,2769,0,,2,,,,,,
206718,Ethnos,2017,311,7.17146,7.4582,13640,0,,,,,,224,,
92828,"Dixit: Odyssey",2011,312,7.17107,7.39765,21280,0,,,,,16,,,
108745,Seasons,2012,313,7.1702,7.34858,25237,0,,,,,,244,,
351913,Tiletum,2022,314,7.1693,7.916,5135,0,,,,,,178,,
176734,"The Manhattan Project: Energy Empire",2016,315,7.16305,7.74353,6221,0,,,,,,193,,
295374,"Long Shot: The Dice Game",2022,316,7.16302,7.62642,7995,0,,,,57,,,,
24181,Imperial,2006,317,7.15867,7.59627,8821,0,,,,,,210,,
270633,"Aeon's End: The New Age",2019,318,7.15823,8.51758,2777,0,,,,,,154,,
150145,"Skull King",2013,319,7.15568,7.5318,10693,0,,,,64,,,,
19777,Indonesia,2005,320,7.15443,7.87565,4732,0,,,,,,172,,
66589,Navegador,2010,321,7.15374,7.53708,9295,0,,,,,,216,,
329839,"So Clover!",2021,322,7.15327,7.57886,8374,0,,,,,7,,,
160477,Onitama,2014,323,7.15167,7.34981,22534,0,22,,,,,,,
46213,Telestrations,2009,324,7.1503,7.37821,18499,0,,,,,18,,,
97207,"Dungeon Petz",2011,325,7.14972,7.39964,15003,0,,,,,,240,84,
155873,"Power Grid Deluxe: Europe/North America",2014,326,7.14432,7.95025,4453,0,,,,,,182,,
257499,"Arkham Horror (Third Edition)",2018,327,7.14314,7.69026,9505,0,,,,,,,72,
356123,"Turing Machine",2022,328,7.14286,7.6932,7056,0,,,,,,228,,
38453,"Space Alert",2008,329,7.14048,7.39024,16145,0,,,,,,,94,
22545,"Age of Empires III: The Age of Discovery",2007,330,7.13975,7.50945,10324,0,,,,,,232,,
50,"Lost Cities",1999,331,7.13782,7.24169,46966,0,,,,80,,,,
143693,"Glass Road",2013,332,7.13538,7.43636,11790,0,,,,,,238,,
245655,"The King's Dilemma",2019,333,7.13419,7.75032,6107,0,,,,,,,56,
172,"For Sale",1997,334,7.13406,7.25853,31360,0,,,,79,,,,
318184,"Imperium: Classics",2021,335,7.13356,7.70435,6916,0,,,,,,222,,
154203,"Imperial Settlers",2014,336,7.1331,7.31477,24511,0,,,,,,263,,
187617,"Nemo's War (Second Edition)",2017,337,7.13175,7.82811,5372,0,,,,,,,51,
345972,"Cat in the Box: Deluxe Edition",2022,338,7.12923,7.55453,8508,0,,,,65,,,,
181279,"Fury of Dracula (Third/Fourth Edition)",2015,339,7.12863,7.42307,14698,0,,,,,,,89,
2653,"Survive: Escape from Atlantis!",1982,340,7.12855,7.317,26271,0,,,,82,,,,
111341,"The Great Zimbabwe",2012,341,7.12737,7.83184,4889,0,,,,,,192,,
129622,"Love Letter",2012,342,7.12649,7.22557,68122,0,,,,94,,,,
319966,"The King Is Dead: Second Edition",2020,343,7.1258,7.63751,7109,0,,,,,,223,,75
5,Acquire,1963,344,7.12498,7.34486,20662,0,,,,,,269,,
93260,"Summoner Wars: Master Set",2011,345,7.12486,7.48141,11033,0,,21,,,,253,,
54,Tikal,1999,346,7.12478,7.32723,20345,0,,,,,,258,,
285192,Destinies,2021,347,7.12369,7.7252,8605,0,,,,,,,73,
209685,"Century: Spice Road",2017,348,7.12149,7.30336,25682,0,,,,83,,,,
54138,"Imperial 2030",2009,349,7.12106,7.64432,6909,0,,,,,,220,,
136888,Bruges,2013,350,7.12003,7.42667,11769,0,,,,,,242,,
184921,"Bunny Kingdom",2017,351,7.11979,7.42593,13143,0,,,,71,,,,
277085,"Love Letter",2019,352,7.11952,7.51729,10541,0,,,,72,17,,,
188866,"Awkward Guests: The Walton Case",2016,353,7.11862,7.57729,8376,0,,,,68,,,,
227789,"Heaven & Ale",2017,354,7.11808,7.53556,8623,0,,,,,,237,,
262211,Cloudspire,2019,355,7.11709,8.17715,3700,0,,,,,,196,,
284189,"Foundations of Rome",2022,356,7.11693,8.05418,3971,0,,,,,,206,,
163967,"Tiny Epic Galaxies",2015,357,7.1158,7.33317,20814,0,,,,,,289,,
59294,Runewars,2010,358,7.11427,7.60708,8405,0,,,,,,243,70,
48726,"Alien Frontiers",2010,359,7.11368,7.35558,15290,0,,,,,,256,,
391163,"Forest Shuffle",2023,360,7.11251,7.63068,7428,0,,,,67,,239,,
203420,"Exit: The Game – The Abandoned Cabin",2016,361,7.11106,7.42352,11526,0,,,,,,,78,
295895,Distilled,2023,362,7.11052,7.85339,5165,0,,,,,,218,,
47,Chinatown,1999,363,7.10822,7.43201,11518,0,,,,74,,254,,
172081,"Burgle Bros.",2015,364,7.10496,7.43173,11591,0,,,,78,,,101,
234277,Nusfjord,2017,365,7.10408,7.63953,6477,0,,,,,,227,,
172818,"Above and Below",2015,366,7.10407,7.36416,16238,0,,,,,,,114,
40692,"Small World",2009,367,7.10358,7.20617,71675,0,,,,100,,317,,
331106,"The Witcher: Old World",2023,368,7.10261,7.99062,6108,0,,,,,,,79,
367220,"Sea Salt & Paper",2022,369,7.10123,7.48465,10531,0,,,,73,,,,
140934,Arboretum,2015,370,7.10119,7.28918,21007,0,,,,88,,,,
304420,Bonfire,2020,371,7.10116,7.65048,6620,0,,,,,,233,,
332800,"Summoner Wars (Second Edition)",2021,372,7.09994,8.11615,3791,0,,5,,,,209,,
25292,"Merchants & Marauders",2010,373,7.09934,7.39512,14316,0,,,,,,,102,
193037,"Dead of Winter: The Long Night",2016,374,7.0992,7.52346,10005,0,,,,,,,87,
21241,"Neuroshima Hex! 3.0",2006,375,7.09778,7.39078,15148,0,,,,,,285,,
301880,"Raiders of Scythia",2020,376,7.09726,7.74835,5708,0,,,,,,236,,
297030,"Tekhenu: Obelisk of the Sun",2020,377,7.09639,7.70567,5891,0,,,,,,225,,
63888,Innovation,2010,378,7.09589,7.3017,18727,0,,,,,,278,,
336986,Flamecraft,2022,379,7.09561,7.43,14698,0,,,,91,,315,,
13122,Antiquity,2004,380,7.09515,7.8375,4494,0,,,,,,204,,
260180,"Project L",2020,381,7.09509,7.48686,9921,0,13,,,76,,,,
176920,"Mission: Red Planet (Second Edition)",2015,382,7.09296,7.40438,11598,0,,,,,,262,,
77130,"Sid Meier's Civilization: The Board Game",2010,383,7.09212,7.37762,15966,0,,,,,,280,,
219513,Bärenpark,2017,384,7.09198,7.2945,19180,0,,,,89,,,,
350316,"Wayfarers of the South Tigris",2022,385,7.08991,7.8286,4799,0,,,,,,221,,
59959,"Letters from Whitechapel",2011,386,7.08982,7.34668,16193,0,,,,,,292,118,
45315,"Dungeon Lords",2009,387,7.08945,7.35576,13983,0,,,,,,271,,
318084,Furnace,2020,388,7.08776,7.41553,11006,0,,,,,,259,,
246192,Gizmos,2018,389,7.0876,7.38175,12971,0,,,,81,,,,
146439,"BattleLore: Second Edition",2013,390,7.08669,7.67917,6407,0,,,,,,,61,64
39856,Dixit,2008,391,7.08633,7.19822,65294,0,,,,,25,,,
202426,"Sidereal Confluence",2017,392,7.08044,7.78009,5137,0,,,,,,226,,
199042,"Harry Potter: Hogwarts Battle",2016,393,7.08042,7.36659,19545,0,,,,101,,,135,
70919,Takenoko,2011,394,7.0781,7.21244,45033,0,,,,104,,,,
359871,Arcs,2024,395,7.07725,8.33305,3208,0,,,,,,208,,44
128271,Ginkgopolis,2012,396,7.07637,7.49419,8065,0,,,,,,245,,
181304,Mysterium,2015,397,7.0757,7.21406,44540,0,,,,109,,,133,
222509,"Lords of Hellas",2018,398,7.07493,7.65422,7360,0,,,,,,257,,
37046,"Ghost Stories",2008,399,7.07357,7.26834,21376,0,,,,,,307,,
345584,"Mindbug: First Contact",2022,400,7.07123,7.68733,6428,0,,,,75,,268,,
192458,"51st State: Master Set",2016,401,7.07031,7.59454,6958,0,,,,,,247,,
119890,"Agricola: All Creatures Big and Small",2012,402,7.06941,7.33229,13812,0,,,,,,291,,
41114,"The Resistance",2009,403,7.06935,7.21143,41056,0,,,,,32,,,
163745,"Star Wars: Armada",2015,404,7.06844,7.81892,5501,0,,,,,,,65,54
234,"Hannibal: Rome vs. Carthage",1996,405,7.06704,7.7806,5025,0,,,,,,,,21
336382,"Marvel United: X-Men",2021,406,7.06644,8.05307,3706,0,,,,66,,,,
8217,"San Juan",2004,407,7.06598,7.23217,23864,0,,,,,,306,,
155987,Abyss,2014,408,7.06508,7.32652,15123,0,,,,,,298,,
245934,"Carpe Diem",2018,409,7.06419,7.51065,7849,0,,,,,,255,,
90137,"Blood Bowl: Team Manager – The Card Game",2011,410,7.06304,7.3941,11469,0,,,,,,,104,
234487,Altiplano,2017,411,7.06243,7.45979,9173,0,,,,,,265,,
40354,Maria,2009,412,7.06092,7.98601,3670,0,,,,,,,,14
400314,Apiary,2023,413,7.06085,7.83063,4760,0,,,,,,241,,
274638,"Unmatched: Robin Hood vs. Bigfoot",2019,414,7.0604,7.93296,4236,0,,,,,,248,,
244711,Newton,2018,415,7.06022,7.54025,7176,0,,,,,,251,,
247367,"Air, Land & Sea",2019,416,7.05746,7.46899,8502,0,,,,,,276,,
246684,"Smartphone Inc.",2018,417,7.05334,7.58337,6363,0,,,,,,252,,
260428,"Fall of Rome",2018,418,7.05285,7.61918,6315,0,,,,,,260,,
25554,"Notre Dame",2007,419,7.05231,7.31285,13418,0,,,,,,288,,
372,"Schotten Totten",1999,420,7.05219,7.35344,11835,0,,,,92,,,,
24480,"The Pillars of the Earth",2006,421,7.05116,7.26184,17949,0,,,,,,303,,
101721,"Mage Wars Arena",2012,422,7.05072,7.5756,7901,0,,16,,,,,,
269210,"Twice as Clever!",2019,423,7.05013,7.43751,9076,0,,,,84,,,,
276182,"Dead Reckoning",2022,424,7.04892,8.18647,3115,0,,,,,,217,,
250458,Gùgōng,2018,425,7.04864,7.44047,9003,0,,,,,,273,,
39683,"At the Gates of Loyang",2009,426,7.04657,7.35654,11240,0,,,,,,286,,
308119,"Pax Renaissance: 2nd Edition",2021,427,7.0441,8.47986,2409,0,,,,,,191,,
195539,"The Godfather: Corleone's Empire",2017,428,7.0423,7.52527,7767,0,,,,,,282,,
9217,"Saint Petersburg",2004,429,7.04114,7.27074,16098,0,,,,,,305,,
311988,"Frostpunk: The Board Game",2022,430,7.03718,8.24024,3306,0,,,,,,231,49,
350933,"The Guild of Merchant Explorers",2022,431,7.03287,7.70445,4880,0,,,,70,,249,,
1,"Die Macher",1986,432,7.03152,7.59288,5817,0,,,,,,250,,
215311,Downforce,2017,433,7.03034,7.28954,13989,0,,,,102,,,,
70323,"King of Tokyo",2011,434,7.02911,7.13089,71248,0,,,,124,,,,
15987,"Arkham Horror",2005,435,7.0283,7.23915,39591,0,,,,,,,144,
370591,"Dorfromantik: The Board Game",2022,436,7.0274,7.64971,5874,0,,,,85,,,,
33160,Endeavor,2009,437,7.0261,7.3755,9558,0,,,,,,290,,
258210,"Blitzkrieg!: World War Two in 20 Minutes",2019,438,7.02561,7.5919,5857,0,,,,,,267,,69
21348,"Ticket to Ride: Märklin",2006,439,7.0245,7.41059,9213,0,,,,96,,304,,
31594,"In the Year of the Dragon",2007,440,7.02355,7.29847,12148,0,,,,,,302,,
265736,"Tiny Towns",2019,441,7.02123,7.22201,19685,0,,,,112,,,,
194594,"Dice Forge",2017,442,7.02065,7.22679,22215,0,,,,116,,,,
92415,Skull,2011,443,7.02063,7.19,24182,0,,,,,30,,,
182134,"Evolution: Climate",2016,444,7.01991,7.48334,8086,0,,,,,,310,,
236191,"London (Second Edition)",2017,445,7.01979,7.50091,7022,0,,,,,,281,,
284742,"Honey Buzz",2020,446,7.017,7.56694,6532,0,,,,87,,297,,
144592,"Bruxelles 1893",2013,447,7.01633,7.60441,5592,0,,,,,,261,,
256226,"Azul: Stained Glass of Sintra",2018,448,7.01617,7.30525,13646,0,21,,,106,,,,
17392,"Here I Stand",2006,449,7.01612,7.88075,3920,0,,,,,,,,18
298069,Cubitos,2021,450,7.01536,7.41187,8910,0,,,,99,,,,
166669,"San Juan (Second Edition)",2014,451,7.01381,7.45014,7445,0,,,,,,293,,
171,Chess,1475,452,7.01352,7.21298,36938,0,52,,,,,,,
186751,"Mythic Battles: Pantheon",2017,453,7.01221,8.32043,3285,0,,,,,,266,,38
379078,Expeditions,2023,454,7.01216,7.66629,5645,0,,,,,,287,,
177478,IKI,2015,455,7.01215,7.64238,5431,0,,,,,,272,,
198773,"Codenames: Pictures",2016,456,7.0111,7.18545,22942,0,,,,,28,,,
293141,"King of Tokyo: Dark Edition",2020,457,7.0109,7.68303,5421,0,,,,90,,,,
71,Civilization,1980,458,7.00965,7.49239,7546,0,,,,,,311,,
128671,"Spartacus: A Game of Blood and Treachery",2012,459,7.00933,7.4657,8960,0,,,,,,,119,
138161,"Firefly: The Game",2013,460,7.00808,7.38812,12121,0,,,,,,,126,
343905,Boonlake,2021,461,7.0077,7.65825,5076,0,,,,,,264,,
322708,"Descent: Legends of the Dark",2021,462,7.00723,7.94451,4827,0,,,,,,,71,
34219,Biblios,2007,463,7.00543,7.19972,17765,0,,,,115,,334,,
357563,Akropolis,2022,464,7.00414,7.48829,7284,0,14,,,93,,,,
170771,"Sword & Sorcery",2017,465,7.0034,7.8924,5036,0,,,,,,,68,
262543,Wavelength,2019,466,7.00281,7.26631,13894,0,,,,,21,,,
315767,"Cartographers Heroes",2021,467,7.00272,7.7538,4490,0,,,,77,,283,,
204305,"Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures",2016,468,7.00145,7.58695,6058,0,,,,,,,91,
349067,"The Lord of the Rings: The Card Game – Revised Core Set",2022,469,7.00141,8.48516,2547,0,,6,,,,,,
229220,"Santa Maria",2017,470,7.00089,7.47547,6997,0,,,,,,294,,
251658,Sprawlopolis,2018,471,6.9978,7.31542,10914,0,,,,110,,330,,
54625,"Space Hulk (Third Edition)",2009,472,6.99658,7.53099,7144,0,,,,,,,93,
342810,Marrakesh,2022,473,6.99576,8.1628,2787,0,,,,,,230,,
40765,"Clash of Cultures",2012,474,6.99469,7.5713,5810,0,,,,,,284,,
66188,Fresco,2010,475,6.9941,7.24958,13213,0,,,,113,,328,,
154809,Nippon,2015,476,6.99357,7.63261,4967,0,,,,,,270,,
151347,"Millennium Blades",2016,477,6.99031,7.66396,5140,0,,,,,,,86,
55670,Macao,2009,478,6.99016,7.4071,7503,0,,,,,,301,,
303057,"Pan Am",2020,479,6.98999,7.5403,6325,0,,,,,,312,,
215341,"Thunderstone Quest",2018,480,6.98949,7.76315,4492,0,,,,,,275,,
161614,Stockpile,2015,481,6.98948,7.44645,7240,0,,,,,,308,,
206480,"Imperial Struggle",2020,482,6.98936,8.25255,2787,0,,,,,,246,,5
100901,"Flash Point: Fire Rescue",2011,483,6.98704,7.15525,24383,0,,,,128,,,145,
121,Dune,1979,484,6.98664,7.59241,5897,0,,,,,,314,99,
292375,"The Great Wall",2021,485,6.98449,7.85616,4280,0,,,,,,277,,
36932,Claustrophobia,2009,486,6.9844,7.47039,7065,0,,,,,,,108,
124708,"Mice and Mystics",2012,487,6.98398,7.22681,19681,0,,,,,,,140,
243,"Advanced Squad Leader",1985,488,6.98396,8.01276,3858,0,,,,,,,,16
27162,Kingsburg,2007,489,6.9834,7.17202,19751,0,,,,122,,348,,
264241,Mandala,2019,490,6.98181,7.49951,6212,0,10,,,97,,,,
342070,"Thunder Road: Vendetta",2023,491,6.98164,7.96497,3385,0,,,,86,,,74,
63628,"The Manhattan Project",2012,492,6.98065,7.32131,9942,0,,,,,,329,,
62222,"Commands & Colors: Napoleonics",2010,493,6.98002,8.04331,3274,0,,,,,,,,12
351040,"Ready Set Bet",2022,494,6.97857,7.58177,5404,0,,,,,13,,,
318182,"Imperium: Legends",2021,495,6.97688,7.85649,3868,0,,,,,,274,,
18833,"Lord of the Rings: The Confrontation",2005,496,6.97586,7.49161,6457,0,,,,,,313,,
150,PitchCar,1995,497,6.97585,7.26711,11093,0,,,,117,23,,,
156858,"Black Orchestra",2016,498,6.97408,7.49873,6567,0,,,,,,,109,
192153,"Reign of Cthulhu",2016,499,6.97145,7.3628,10376,0,,,,,,374,131,
11170,"Heroscape Master Set: Rise of the Valkyrie",2004,500,6.97118,7.44992,8287,0,,30,,,,,120,
